participant_id,c_utts,c_form,c_gloss,c_obj,C_Pret,context,p_utts,p_form,p_gloss,p_obj,id,C_wpu
29,NA,NA,NA,NA,NA,NA,ok.,NA,NA,NA,10290700134,0
29,NA,NA,NA,NA,NA,NA,what happens when your face gets in water?,NA,NA,NA,10290701340,0
29,NA,NA,NA,NA,NA,NA,what do you do?,NA,NA,NA,10290701341,0
29,how about put my --,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701342,5
29,how about I have a --,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701343,6
29,I forgot to put my scuba diving things on.,iconic,putting on,NA,NA,NA,NA,NA,NA,NA,10290701344,9
29,NA,NA,NA,NA,NA,NA,"oh, your scuba diving things on.",NA,NA,NA,10290701345,0
29,### put on and my flippers on and my swim+suit on.,iconic-iconic-cont palm,putting on-putting on-imaginary swimsuit,imaginary swimsuit,1,NA,NA,NA,NA,NA,10290701346,11
29,NA,iconic,putting on,NA,NA,NA,NA,NA,NA,NA,10290701347,0
29,NA,NA,NA,NA,NA,NA,and then what happens when water gets in your eyes?,NA,NA,NA,10290701348,0
29,NA,NA,NA,NA,NA,NA,what do you do?,NA,NA,NA,10290701349,0
29,and one for me.,NA,NA,NA,1,NA,NA,NA,NA,NA,10290700135,4
29,I put my -- my goggles on.,NA,NA,NA,1,NA,NA,NA,NA,NA,10290701350,7
29,NA,NA,NA,NA,NA,NA,you put your goggles on but what else do you do?,NA,NA,NA,10290701351,0
29,NA,NA,NA,NA,NA,NA,blink?,NA,NA,NA,10290701352,0
29,NA,NA,NA,NA,NA,NA,you blink?,NA,NA,NA,10290701353,0
29,"no, I don't got my eyes in the water.",NA,NA,NA,1,NA,NA,NA,NA,NA,10290701354,9
29,I got my -- my -- my my --,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701355,9
29,"no, I have my --",NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701356,5
29,I have to get on this first and then --,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701357,10
29,uhoh.,point,bow,bow,NA,NA,NA,NA,NA,NA,10290701358,1
29,NA,NA,NA,NA,NA,NA,uhoh what?,NA,NA,NA,10290701359,0
29,and one for you.,hold,take imaginary egg,imaginary egg,1,NA,NA,NA,NA,NA,10290700136,4
29,uhoh.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701360,1
29,NA,NA,NA,NA,NA,NA,what is that?,NA,NA,NA,10290701361,0
29,the bow fell of.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701362,4
29,NA,NA,NA,NA,NA,NA,"oh, did the bow fall off the bear?",NA,NA,NA,10290701363,0
29,yeah.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701364,1
29,NA,NA,NA,NA,NA,NA,"ok, let's see if we can fix it.",NA,NA,NA,10290701365,0
29,NA,NA,NA,NA,NA,NA,ok?,NA,NA,NA,10290701366,0
29,NA,NA,NA,NA,NA,NA,when you were jumping on the bear do you think the bow fell off?,NA,NA,NA,10290701367,0
29,no.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701368,1
29,NA,NA,NA,NA,NA,NA,no?,NA,NA,NA,10290701369,0
29,let's pretend to eat them.,NA,NA,NA,1,NA,NA,NA,NA,NA,10290700137,5
29,NA,NA,NA,NA,NA,NA,what are you doing?,NA,NA,NA,10290701370,0
29,I'm dancing.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701371,2
29,you have to -- you have to --,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701372,8
29,I'm dancing.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701373,2
29,NA,NA,NA,NA,NA,NA,I know.,NA,NA,NA,10290701374,0
29,NA,NA,NA,NA,NA,NA,I don't want you dancing on tables yet.,NA,NA,NA,10290701375,0
29,but I -- I'm dancing on this chair.,Point,Chair,Chair,NA,NA,NA,NA,NA,NA,10290701376,8
29,NA,NA,NA,NA,NA,NA,"oh, you're dancing on the chair?",NA,NA,NA,10290701377,0
29,no my bear will be the prince and I will be the princess.,Point - Point,Bear - C,Bear - C,1,NA,NA,NA,NA,NA,10290701378,13
29,NA,NA,NA,NA,NA,NA,ok.,NA,NA,NA,10290701379,0
29,don't eat them yet.,NA,NA,NA,1,NA,NA,NA,NA,NA,10290700138,4
29,NA,NA,NA,NA,NA,NA,be careful up there ok?,NA,NA,NA,10290701380,0
29,there.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701381,1
29,NA,NA,NA,NA,NA,NA,"if you fall, you'll get an ouchie.",NA,NA,NA,10290701382,0
29,it's ###,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701383,2
29,NA,NA,NA,NA,NA,NA,whoa.,NA,NA,NA,10290701384,0
29,NA,NA,NA,NA,NA,NA,be careful.,NA,NA,NA,10290701385,0
29,NA,NA,NA,NA,NA,NA,can you come down?,NA,NA,NA,10290701386,0
29,NA,NA,NA,NA,NA,NA,come down please.,NA,NA,NA,10290701387,0
29,how about the bear stands on the -- on the chair and I stand on the floor,NA,NA,NA,1,NA,NA,NA,NA,NA,10290701388,17
29,NA,NA,NA,NA,NA,NA,that works,NA,NA,NA,10290701389,0
29,NA,NA,NA,NA,NA,NA,ok.,NA,NA,NA,10290700139,0
29,how about the bear sits and I -- I will let him -- and I will let my bear dance.,NA,NA,NA,1,NA,NA,NA,NA,NA,10290701390,20
29,NA,NA,NA,NA,NA,NA,ok.,NA,NA,NA,10290701391,0
29,bear likes to do this.,NA,NA,NA,1,NA,NA,NA,NA,NA,10290701392,5
29,NA,NA,NA,NA,NA,NA,what does bear like to do?,NA,NA,NA,10290701393,0
29,bear likes to do this.,NA,NA,NA,1,NA,NA,NA,NA,NA,10290701394,5
29,NA,NA,NA,NA,NA,NA,what is that?,NA,NA,NA,10290701395,0
29,NA,NA,NA,NA,NA,NA,what is that?,NA,NA,NA,10290701396,0
29,NA,NA,NA,NA,NA,NA,you got --,NA,NA,NA,10290701397,0
29,NA,NA,NA,NA,NA,NA,your hair is all in your eyes.,NA,NA,NA,10290701398,0
29,how about you fix it?,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701399,5
29,right here.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290700014,2
29,now we can eat it.,iconic,eating,NA,NA,NA,NA,NA,NA,NA,10290700140,5
29,NA,NA,NA,NA,NA,NA,how about I fix it?,NA,NA,NA,10290701400,0
29,how about you fix it?,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701401,5
29,how about you fix it like a princess?,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701402,8
29,NA,NA,NA,NA,NA,NA,"well, you know because daddy's really bad at this.",NA,NA,NA,10290701403,0
29,NA,NA,NA,NA,NA,NA,this is the big problem with not having mommy at home+.,NA,NA,NA,10290701404,0
29,NA,NA,NA,NA,NA,NA,huh?,NA,NA,NA,10290701405,0
29,"no, mommy's not at home+.",NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701406,5
29,mommy's in the hospital.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701407,4
29,NA,NA,NA,NA,NA,NA,mommy's in the hospital.,NA,NA,NA,10290701408,0
29,maybe Holly can do it.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701409,5
29,NA,NA,NA,NA,NA,NA,ok.,NA,NA,NA,10290700141,0
29,NA,NA,NA,NA,NA,NA,"uh, who's that again?",NA,NA,NA,10290701410,0
29,Holly.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701411,1
29,NA,NA,NA,NA,NA,NA,she'll do it in a little bit.,NA,NA,NA,10290701412,0
29,NA,NA,NA,NA,NA,NA,"you come back in here and then she'll help you fix it, ok?",NA,NA,NA,10290701413,0
29,NA,NA,NA,NA,NA,NA,because daddy would have to start all over.,NA,NA,NA,10290701414,0
29,how about you -- how about you do it first and then her.,Point - Point,F - E,F - E,NA,NA,NA,NA,NA,NA,10290701415,13
29,NA,NA,NA,NA,NA,NA,"ok, what's her name again?",NA,NA,NA,10290701416,0
29,Holly.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701417,1
29,NA,NA,NA,NA,NA,NA,"no, it's not.",Shake,No,NA,10290701418,0
29,NA,NA,NA,NA,NA,NA,it's Molly.,NA,NA,NA,10290701419,0
29,it's an eating egg.,NA,NA,NA,NA,NA,NA,iconic,eating,NA,10290700142,4
29,Molly.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701420,1
29,NA,NA,NA,NA,NA,NA,Molly with an m@l.,NA,NA,NA,10290701421,0
29,NA,NA,NA,NA,NA,NA,what's the m@l say?,NA,NA,NA,10290701422,0
29,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701423,1
29,NA,NA,NA,NA,NA,NA,mm,NA,NA,NA,10290701424,0
29,NA,NA,NA,NA,NA,NA,what's the h@l say?,NA,NA,NA,10290701425,0
29,Aa,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701426,1
29,NA,NA,NA,NA,NA,NA,what's the h@l say?,NA,NA,NA,10290701427,0
29,and what the h@l is Aa,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701428,6
29,NA,NA,NA,NA,NA,NA,it goes --,NA,NA,NA,10290701429,0
29,NA,NA,NA,NA,NA,NA,it's an eating egg?,NA,NA,NA,10290700143,0
29,and you know what the b@l says?,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701430,7
29,NA,NA,NA,NA,NA,NA,what?,NA,NA,NA,10290701431,0
29,Dd,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701432,1
29,NA,NA,NA,NA,NA,NA,that's the d@l?,NA,NA,NA,10290701433,0
29,the d@l says Bb,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701434,4
29,NA,NA,NA,NA,NA,NA,what?,NA,NA,NA,10290701435,0
29,the b@l --,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701436,3
29,NA,NA,NA,NA,NA,NA,the b@l says Bb.,nod,yes,NA,10290701437,0
29,and you know what the d@l says?,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701438,7
29,NA,NA,NA,NA,NA,NA,what?,NA,NA,NA,10290701439,0
29,NA,Nod,Yes,NA,NA,NA,NA,iconic,eating,NA,10290700144,0
29,and you know what the -- the -- the -- the,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701440,11
29,I'm looking for a letter.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701441,5
29,NA,NA,NA,NA,NA,NA,what letter?,NA,NA,NA,10290701442,0
29,I'm looking for a --,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701443,5
29,NA,NA,NA,NA,NA,NA,what's a j@l say?,NA,NA,NA,10290701444,0
29,Tt Tt Tt,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701445,3
29,NA,NA,NA,NA,NA,NA,what's that letter?,NA,NA,NA,10290701446,0
29,Tt.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701447,1
29,i'm looking for a Tt.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701448,5
29,t@l,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701449,1
29,NA,iconic,eating,NA,NA,NA,NA,NA,NA,NA,10290700145,0
29,NA,NA,NA,NA,NA,NA,t@l.,NA,NA,NA,10290701450,0
29,NA,NA,NA,NA,NA,NA,that's right.,NA,NA,NA,10290701451,0
29,NA,NA,NA,NA,NA,NA,and what's a j@l say?,NA,NA,NA,10290701452,0
29,"I'm looking for a, um Aa Aa Aa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701453,8
29,NA,NA,NA,NA,NA,NA,what's that?,NA,NA,NA,10290701454,0
29,NA,NA,NA,NA,NA,NA,Aa.,NA,NA,NA,10290701455,0
29,NA,NA,NA,NA,NA,NA,don't' know what a ### is.,NA,NA,NA,10290701456,0
29,NA,NA,NA,NA,NA,NA,but what's an Aa?,NA,NA,NA,10290701457,0
29,Aa,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701458,1
29,NA,NA,NA,NA,NA,NA,I don't think that ### is a letter.,NA,NA,NA,10290701459,0
29,"mmm, that was delicious.",NA,NA,NA,1,NA,NA,NA,NA,NA,10290700146,4
29,"no, Aa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701460,2
29,NA,NA,NA,NA,NA,NA,huh?,NA,NA,NA,10290701461,0
29,Aa.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701462,1
29,NA,NA,NA,NA,NA,NA,what's a j@l say?,NA,NA,NA,10290701463,0
29,Jj Jj.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701464,2
29,NA,NA,NA,NA,NA,NA,Jj,NA,NA,NA,10290701465,0
29,what does a j@l does?,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701466,5
29,jump jump jump.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701467,3
29,NA,NA,NA,NA,NA,NA,jump.,NA,NA,NA,10290701468,0
29,NA,NA,NA,NA,NA,NA,jump.,NA,NA,NA,10290701469,0
29,NA,NA,NA,NA,NA,NA,it was delicious?,NA,NA,NA,10290700147,0
29,NA,NA,NA,NA,NA,NA,jump.,NA,NA,NA,10290701470,0
29,NA,NA,NA,NA,NA,NA,jump?,NA,NA,NA,10290701471,0
29,do that again.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701472,3
29,NA,NA,NA,NA,NA,NA,do it again?,NA,NA,NA,10290701473,0
29,NA,NA,NA,NA,NA,NA,ugh!,NA,NA,NA,10290701474,0
29,do that again!,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701475,3
29,NA,NA,NA,NA,NA,NA,you're heavy!,NA,NA,NA,10290701476,0
29,no -- no three times.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701477,5
29,NA,NA,NA,NA,NA,NA,three times?,NA,NA,NA,10290701478,0
29,yeah.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701479,1
29,look.,Hold,Barbie doll,Barbie doll,NA,NA,NA,NA,NA,NA,10290700148,1
29,NA,NA,NA,NA,NA,NA,you know daddy's not that strong.,NA,NA,NA,10290701480,0
29,yeah.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701481,1
29,NA,NA,NA,NA,NA,NA,no.,shake,no,NA,10290701482,0
29,please?,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701483,1
29,NA,NA,NA,NA,NA,NA,two.,NA,NA,NA,10290701484,0
29,NA,NA,NA,NA,NA,NA,three.,NA,NA,NA,10290701485,0
29,NA,NA,NA,NA,NA,NA,and one extra one.,NA,NA,NA,10290701486,0
29,NA,NA,NA,NA,NA,NA,four.,NA,NA,NA,10290701487,0
29,do -- do four again.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701488,5
29,NA,NA,NA,NA,NA,NA,I can't do four again.,shake,no,NA,10290701489,0
29,NA,NA,NA,NA,NA,NA,who's that?,NA,NA,NA,10290700149,0
29,but you have to!,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701490,4
29,NA,NA,NA,NA,NA,NA,why do I have to?,NA,NA,NA,10290701491,0
29,because that's why I like them.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701492,6
29,NA,NA,NA,NA,NA,NA,because you like them?,NA,NA,NA,10290701493,0
29,yeah.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701494,1
29,NA,NA,NA,NA,NA,NA,yeah?,NA,NA,NA,10290701495,0
29,do it.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701496,2
29,do it.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701497,2
29,NA,NA,NA,NA,NA,NA,do it.,NA,NA,NA,10290701498,0
