participant_id,c_utts,c_form,c_gloss,c_obj,C_Pret,context,p_utts,p_form,p_gloss,p_obj,id,C_wpu
102,there's something behind me.,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001062,4
102,can you come help me?,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001063,5
102,NA,NA,NA,NA,NA,NA,"oh sure, honey.",$,NA,NA,11021001064,0
102,NA,NA,NA,NA,NA,NA,yeah.,$,NA,NA,11021001065,0
102,NA,NA,NA,NA,NA,NA,thanks for asking nicely.,$,NA,NA,11021001066,0
102,"mom, I -- I'm -- I'm going to love going see you.",NA,NA,NA,1,NA,NA,NA,NA,NA,11021001067,12
102,### go back home.,NA,NA,NA,1,NA,NA,NA,NA,NA,11021001068,4
102,NA,NA,NA,NA,NA,NA,"I'm looking forward to seeing you too, John.",$,NA,NA,11021001069,0
102,NA,NA,NA,NA,NA,M talks to SIB2 in background.,NA,NA,NA,NA,11021000107,0
102,no!,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001070,1
102,"no, on the grass!",NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001071,4
102,NA,NA,NA,NA,NA,NA,what?,$,NA,NA,11021001072,0
102,on the grass.,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001073,3
102,NA,NA,NA,NA,NA,NA,what's on the grass?,$,NA,NA,11021001074,0
102,that pumpkin.,point,pumpkin plastic bag,pumpkin plastic bag,NA,NA,NA,NA,NA,NA,11021001075,2
102,come on.,point~,pumpkin plastic bag,pumpkin plastic bag,NA,NA,NA,NA,NA,NA,11021001076,2
102,NA,NA,NA,NA,NA,NA,"well, I'm putting it -- putting some ###",$,NA,NA,11021001077,0
102,"ok, come on.",NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001078,3
102,I need help.,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001079,3
102,I'm going to do a train wreck.,NA,NA,NA,1,NA,NA,NA,NA,NA,11021000108,7
102,NA,Point,pumpkin plastic bag,pumpkin plastic bag,NA,NA,NA,NA,NA,NA,11021001080,0
102,there pumpkin.,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001081,2
102,there pumpkin.,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001082,2
102,NA,NA,NA,NA,NA,NA,what_about the pumpkin?,$,NA,NA,11021001083,0
102,it's in the way.,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001084,4
102,it's in the middle of the road.,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001085,7
102,NA,NA,NA,NA,NA,NA,"oh, can you --",$,NA,NA,11021001086,0
102,NA,NA,NA,NA,NA,NA,I see.,$,NA,NA,11021001087,0
102,NA,NA,NA,NA,NA,NA,"say, Mom, can you move it, please.",$,NA,NA,11021001088,0
102,"can you move, please ###",NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001089,5
102,where's the train?,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021000109,3
102,### middle of the ###,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001090,5
102,I love going to see you.,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001091,6
102,I love going to see you.,NA,NA,NA,1,NA,NA,NA,NA,NA,11021001092,6
102,NA,NA,NA,NA,NA,NA,"I look forward to seeing you , too, John.",$,NA,NA,11021001093,0
102,"no -- no, you got ### a telephone.",Iconic - Iconic,Talking on cell phone - Cell phone,NA,NA,NA,NA,NA,NA,NA,11021001094,8
102,NA,NA,NA,NA,NA,NA,oh.,$,NA,NA,11021001095,0
102,NA,NA,NA,NA,NA,NA,"I look forward to seeing you, too, John.",$,NA,NA,11021001096,0
102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001097,0
102,NA,NA,NA,NA,NA,NA,come on home.,$,NA,NA,11021001098,0
102,ok.,NA,NA,NA,1,NA,NA,NA,NA,NA,11021001099,1
102,NA,NA,NA,NA,NA,NA,yeah?,$,NA,NA,11021000011,0
102,where's this at?,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021000110,3
102,yeah.,NA,NA,NA,1,NA,NA,NA,NA,NA,11021001100,1
102,NA,NA,NA,NA,NA,NA,yay.,$,NA,NA,11021001101,0
102,what you guys doing?,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001102,4
102,NA,NA,NA,NA,NA,NA,"girls, he's home.",$,NA,NA,11021001103,0
102,NA,NA,NA,NA,NA,NA,yay.,$,NA,NA,11021001104,0
102,but what are you doing?,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001105,5
102,NA,NA,NA,NA,NA,NA,"oh, we're so glad to see you.",NA,NA,NA,11021001106,0
102,what -- what -- why you doing?,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001107,7
102,NA,NA,NA,NA,NA,NA,we're raking leaves so you can jump in them.,NA,NA,NA,11021001108,0
102,right now?,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001109,2
102,look at.,hold,train,train,NA,NA,NA,NA,NA,NA,11021000111,2
102,NA,NA,NA,NA,NA,NA,yeah.,NA,NA,NA,11021001110,0
102,NA,NA,NA,NA,NA,NA,unless you want to make a big --,NA,NA,NA,11021001111,0
102,NA,NA,NA,NA,NA,NA,we'll get some more.,NA,NA,NA,11021001112,0
102,###,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001113,1
102,over there!,point,Spot in yard,Spot in yard,NA,NA,NA,NA,NA,NA,11021001114,2
102,on -- on there.,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001115,4
102,NA,NA,NA,NA,NA,NA,"yeah, you can help me.",$,NA,NA,11021001116,0
102,NA,NA,NA,NA,NA,NA,good job.,NA,NA,NA,11021001117,0
102,"um -- um, we have a big pile right now?",NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001118,10
102,NA,NA,NA,NA,NA,NA,yeah.,NA,NA,NA,11021001119,0
102,NA,NA,NA,NA,NA,NA,"what are you doing, Em?",$,NA,NA,11021000112,0
102,NA,NA,NA,NA,NA,NA,"I'm going to get some more, though.",NA,NA,NA,11021001120,0
102,NA,NA,NA,NA,NA,NA,look at all the leaves over here.,point,leaves,leaves,11021001121,0
102,oh!,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001122,1
102,"no, Kiley!",NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001123,2
102,NA,NA,NA,NA,NA,NA,oh no!,NA,NA,NA,11021001124,0
102,NA,NA,NA,NA,NA,NA,"ok, Kiley, get off.",NA,NA,NA,11021001125,0
102,NA,NA,NA,NA,NA,NA,we're going to keep putting more on.,NA,NA,NA,11021001126,0
102,NA,NA,NA,NA,NA,NA,I guess we'll have to put them on top of her.,NA,NA,NA,11021001127,0
102,no!,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001128,1
102,NA,NA,NA,NA,NA,NA,"John, it's for everybody to jump in.",NA,NA,NA,11021001129,0
102,NA,NA,NA,NA,NA,NA,are you sweeping?,$,NA,NA,11021000113,0
102,NA,NA,NA,NA,NA,NA,"ok Kiley, get off please.",NA,NA,NA,11021001130,0
102,NA,NA,NA,NA,NA,NA,don't kick her.,NA,NA,NA,11021001131,0
102,she's a leaf.,point,Kiley,Kiley,NA,NA,NA,NA,NA,NA,11021001132,3
102,NA,NA,NA,NA,NA,NA,she's a big leaf.,NA,NA,NA,11021001133,0
102,"Kiley, get up.",$,NA,NA,NA,NA,NA,NA,NA,NA,11021001134,3
102,NA,NA,NA,NA,NA,NA,we're going to bury her in the leaves.,NA,NA,NA,11021001135,0
102,NA,NA,NA,NA,NA,NA,"Kiley, you're so silly.",NA,NA,NA,11021001136,0
102,NA,NA,NA,NA,NA,NA,"Em, you want to help?",$,NA,NA,11021001137,0
102,NA,NA,NA,NA,NA,NA,it's ok.,$,NA,NA,11021001138,0
102,NA,NA,NA,NA,NA,NA,"we'll get her out before you jump on them, John.",$,NA,NA,11021001139,0
102,boom -- boom.,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021000114,3
102,what?,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001140,1
102,NA,NA,NA,NA,NA,NA,we'll get her out before we -- you jump on her.,$,NA,NA,11021001141,0
102,NA,NA,NA,NA,NA,NA,we're going to keep collecting leaves.,$,NA,NA,11021001142,0
102,NA,NA,NA,NA,NA,SIBs talk to M,NA,NA,NA,NA,11021001143,0
102,NA,NA,NA,NA,NA,NA,"excuse me, Em.",$,NA,NA,11021001144,0
102,NA,NA,NA,NA,NA,NA,"Kiley, you're so silly.",NA,NA,NA,11021001145,0
102,NA,NA,NA,NA,NA,NA,this your bed?,NA,NA,NA,11021001146,0
102,get out now!,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001147,3
102,get her out.,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001148,3
102,NA,NA,NA,NA,NA,NA,come on.,NA,NA,NA,11021001149,0
102,NA,NA,NA,NA,NA,NA,thank you --,$,NA,NA,11021000115,0
102,NA,NA,NA,NA,NA,NA,just a second.,NA,NA,NA,11021001150,0
102,NA,NA,NA,NA,NA,NA,hey.,NA,NA,NA,11021001151,0
102,NA,NA,NA,NA,NA,NA,oh my.,NA,NA,NA,11021001152,0
102,what?,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001153,1
102,NA,NA,NA,NA,NA,NA,who put this rubber band around your wrist ###,NA,NA,NA,11021001154,0
102,NA,NA,NA,NA,NA,NA,cutting off --,NA,NA,NA,11021001155,0
102,it's a ring!,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001156,3
102,NA,NA,NA,NA,NA,NA,but it's cutting off some circulation ###,NA,NA,NA,11021001157,0
102,what?,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001158,1
102,NA,NA,NA,NA,NA,NA,"no, we'll find -- we'll find a different bracelet for you, ok?",NA,NA,NA,11021001159,0
102,NA,NA,NA,NA,NA,NA,"oops, watch out.",$,NA,NA,11021000116,0
102,NA,NA,NA,NA,NA,NA,"alright, this is going in my pocket.",NA,NA,NA,11021001160,0
102,NA,NA,NA,NA,NA,NA,this is too tight.,NA,NA,NA,11021001161,0
102,NA,NA,NA,NA,NA,NA,I don't want you to hurt yourself.,NA,NA,NA,11021001162,0
102,NA,NA,NA,NA,NA,NA,ok Kiley.,NA,NA,NA,11021001163,0
102,NA,NA,NA,NA,NA,NA,now it's --,NA,NA,NA,11021001164,0
102,NA,NA,NA,NA,NA,NA,oops.,NA,NA,NA,11021001165,0
102,NA,NA,NA,NA,NA,NA,shake it off.,NA,NA,NA,11021001166,0
102,NA,NA,NA,NA,NA,NA,"ok, let's pile it back up into a big pile.",NA,NA,NA,11021001167,0
102,I want to be next.,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001168,5
102,### me do it.,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001169,4
102,NA,NA,NA,NA,NA,NA,"ooh, thank you.",$,NA,NA,11021000117,0
102,NA,NA,NA,NA,NA,NA,"ok, well, jump on them first.",NA,NA,NA,11021001170,0
102,NA,NA,NA,NA,NA,NA,"and then you guys can get buried in them, ok?",NA,NA,NA,11021001171,0
102,NA,NA,NA,NA,NA,NA,whoa.,NA,NA,NA,11021001172,0
102,###,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001173,1
102,NA,NA,NA,NA,NA,NA,"Em, you want to roll in them too?",NA,NA,NA,11021001174,0
102,###,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001175,1
102,NA,NA,NA,NA,NA,NA,"ok, I'm going to get some more.",NA,NA,NA,11021001176,0
102,NA,NA,NA,NA,NA,NA,can you put -- can you guys pile the leaves on him?,point,John,John,11021001177,0
102,NA,NA,NA,NA,NA,NA,and then you can lay in there.,NA,NA,NA,11021001178,0
102,NA,NA,NA,NA,NA,NA,I'm going to get some more leaves.,$,NA,NA,11021001179,0
102,NA,NA,NA,NA,NA,NA,no.,$,NA,NA,11021000118,0
102,NA,NA,NA,NA,NA,NA,what?,$,NA,NA,11021001180,0
102,NA,NA,NA,NA,NA,NA,"you want to help, Em?",$,NA,NA,11021001181,0
102,NA,NA,NA,NA,NA,NA,thank you.,$,NA,NA,11021001182,0
102,"mommy, I playing in the leaves.",NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001183,6
102,uhoh.,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001184,1
102,my tissues.,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001185,2
102,"oh, I knew I had to go.",NA,NA,NA,1,NA,NA,NA,NA,NA,11021001186,7
102,bye guys.,NA,NA,NA,1,NA,NA,NA,NA,NA,11021001187,2
102,I have to move the car.,NA,NA,NA,1,NA,NA,NA,NA,NA,11021001188,6
102,NA,NA,NA,NA,NA,NA,"ah, hi Kiley.",$,NA,NA,11021001189,0
102,Ma.,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021000119,1
102,NA,NA,NA,NA,NA,NA,want to get buried in the leaves?,$,NA,NA,11021001190,0
102,NA,NA,NA,NA,NA,NA,"wow, this is the gorgeous day.",NA,NA,NA,11021001191,0
102,NA,NA,NA,NA,NA,NA,see John?,NA,NA,NA,11021001192,0
102,NA,NA,NA,NA,NA,NA,"yesterday you said, I'm hopeful that tomorrow is a beautiful day and it's a beautiful day.",NA,NA,NA,11021001193,0
102,NA,NA,NA,NA,NA,NA,what?,NA,NA,NA,11021001194,0
102,NA,NA,NA,NA,NA,NA,your cup?,NA,NA,NA,11021001195,0
102,NA,NA,NA,NA,NA,NA,you know what?,NA,NA,NA,11021001196,0
102,NA,NA,NA,NA,NA,NA,you can drink some of Mommy 's water.,NA,NA,NA,11021001197,0
102,NA,NA,NA,NA,NA,NA,I think I brought it back here.,NA,NA,NA,11021001198,0
102,NA,NA,NA,NA,NA,NA,you know.,NA,NA,NA,11021001199,0
102,what's those black things?,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021000012,4
102,what is it?,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021000120,3
102,NA,NA,NA,NA,NA,NA,I might have left it up front.,NA,NA,NA,11021001200,0
102,NA,NA,NA,NA,NA,NA,"I'll get it in just a minute, ok?",NA,NA,NA,11021001201,0
102,NA,NA,NA,NA,NA,NA,you too?,NA,NA,NA,11021001202,0
102,NA,NA,NA,NA,NA,NA,you guys can both ###,NA,NA,NA,11021001203,0
102,###,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001204,1
102,NA,NA,NA,NA,NA,NA,uhoh.,$,NA,NA,11021001205,0
102,NA,NA,NA,NA,NA,NA,whose tissue?,NA,NA,NA,11021001206,0
102,that's mine!,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001207,2
102,NA,NA,NA,NA,NA,NA,it is?,$,NA,NA,11021001208,0
102,NA,NA,NA,NA,NA,NA,oh no.,$,NA,NA,11021001209,0
102,NA,NA,NA,NA,NA,NA,thank you.,$,NA,NA,11021000121,0
102,NA,NA,NA,NA,NA,NA,it flew off the back.,$,NA,NA,11021001210,0
102,what?,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001211,1
102,NA,NA,NA,NA,NA,NA,it flew off the back.,$,NA,NA,11021001212,0
102,oh Mom.,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001213,2
102,"I want tissue, please.",NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001214,4
102,NA,NA,NA,NA,NA,NA,"oh, yes, thank you for asking so nicely.",$,NA,NA,11021001215,0
102,### there ### two ###,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001216,5
102,NA,NA,NA,NA,NA,NA,the little parts.,NA,NA,NA,11021001217,0
102,thank you.,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001218,2
102,NA,NA,NA,NA,NA,NA,###,NA,NA,NA,11021001219,0
102,what is it?,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021000122,3
102,why?,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001220,1
102,NA,NA,NA,NA,NA,NA,why?,$,NA,NA,11021001221,0
102,NA,NA,NA,NA,NA,NA,because it's very light and it's windy.,$,NA,NA,11021001222,0
102,NA,NA,NA,NA,NA,NA,"ah, look at this pile.",NA,NA,NA,11021001223,0
102,NA,NA,NA,NA,NA,NA,it's looks so inviting.,NA,NA,NA,11021001224,0
102,"ah, come on.",NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001225,3
102,I driving to the house.,NA,NA,NA,1,NA,NA,NA,NA,NA,11021001226,5
102,NA,NA,NA,NA,NA,NA,alright.,$,NA,NA,11021001227,0
102,NA,NA,NA,NA,NA,NA,what?,$,NA,NA,11021001228,0
102,NA,NA,NA,NA,NA,NA,what happened?,$,NA,NA,11021001229,0
102,NA,NA,NA,NA,NA,NA,it was a Cheerio uh -- old Froot_Loop.,$,NA,NA,11021000123,0
102,NA,NA,NA,NA,NA,NA,###,$,NA,NA,11021001230,0
102,NA,NA,NA,NA,NA,NA,"what, sweetie?",$,NA,NA,11021001231,0
102,NA,NA,NA,NA,NA,NA,"oh, you need help putting it back in your pocket?",NA,NA,NA,11021001232,0
102,NA,NA,NA,NA,NA,NA,I'm sorry ###,NA,NA,NA,11021001233,0
102,### for the leaf pile.,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001234,5
102,"no, on the grass!",NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001235,4
102,the grass!,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001236,2
102,NA,NA,NA,NA,NA,NA,"John_Wesley, I don't -- I was ###",$,NA,NA,11021001237,0
102,mommy.,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001238,1
102,please.,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001239,1
102,NA,NA,NA,NA,NA,NA,a really old Froot_Loop.,$,NA,NA,11021000124,0
102,###,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001240,1
102,NA,NA,NA,NA,NA,NA,please what?,$,NA,NA,11021001241,0
102,please -- please put the pumpkin on the grass.,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001242,9
102,NA,NA,NA,NA,NA,NA,###,$,NA,NA,11021001243,0
102,I don't want it in the road.,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001244,7
102,"no, on the grass!",point,grass,grass,NA,NA,NA,NA,NA,NA,11021001245,4
102,NA,NA,NA,NA,NA,NA,I'm going to put it over there.,point,Spot in backyard,Spot in backyard,11021001246,0
102,NA,NA,NA,NA,NA,NA,it's not on your road.,NA,NA,NA,11021001247,0
102,NA,NA,NA,NA,NA,SIBs talk to M,NA,NA,NA,NA,11021001248,0
102,but no it ###,NA,NA,NA,NA,cut off by tape,NA,NA,NA,NA,11021001249,4
102,NA,NA,NA,NA,NA,NA,you want to help me?,$,NA,NA,11021000125,0
102,NA,NA,NA,NA,NA,END OF TAPE 1,NA,NA,NA,NA,11021001250,0
102,NA,NA,NA,NA,NA,"The wind is blowing, making it difficult to hear speech when speakers are far from camera","ooh, good job.",$,NA,NA,11021001251,0
102,NA,NA,NA,NA,NA,NA,###,$,NA,NA,11021001252,0
102,NA,NA,NA,NA,NA,NA,###,$,NA,NA,11021001253,0
102,NA,NA,NA,NA,NA,NA,"I see you, Kiley.",$,NA,NA,11021001254,0
102,NA,NA,NA,NA,NA,NA,that's very good.,$,NA,NA,11021001255,0
102,NA,NA,NA,NA,NA,NA,thanks for showing me.,$,NA,NA,11021001256,0
102,NA,NA,NA,NA,NA,NA,uhoh.,$,NA,NA,11021001257,0
102,NA,NA,NA,NA,NA,NA,"### your foot got stuck, baby.",$,NA,NA,11021001258,0
102,NA,NA,NA,NA,NA,NA,###,$,NA,NA,11021001259,0
102,NA,NA,NA,NA,NA,NA,how_about you help me?,$,NA,NA,11021000126,0
102,NA,NA,NA,NA,NA,NA,come here.,$,NA,NA,11021001260,0
102,NA,NA,NA,NA,NA,NA,that's scary.,$,NA,NA,11021001261,0
102,NA,NA,NA,NA,NA,NA,### ok?,$,NA,NA,11021001262,0
102,a limo for the leaf party.,NA,NA,NA,1,NA,NA,NA,NA,NA,11021001263,6
102,NA,NA,NA,NA,NA,NA,yay!,$,NA,NA,11021001264,0
102,NA,NA,NA,NA,NA,NA,"oh, you parked your truck so nicely.",$,NA,NA,11021001265,0
102,NA,NA,NA,NA,NA,NA,ok.,$,NA,NA,11021001266,0
102,NA,NA,NA,NA,NA,NA,we almost got it.,$,NA,NA,11021001267,0
102,NA,NA,NA,NA,NA,NA,as many leaves as we can.,$,NA,NA,11021001268,0
102,want to jump in the leaves to help me leaf party?,NA,NA,NA,1,NA,NA,NA,NA,NA,11021001269,11
102,what was it?,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021000127,3
102,NA,NA,NA,NA,NA,NA,"whoo, go Em!",$,NA,NA,11021001270,0
102,NA,NA,NA,NA,NA,NA,what?,$,NA,NA,11021001271,0
102,###,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001272,1
102,NA,NA,NA,NA,NA,NA,ah!,$,NA,NA,11021001273,0
102,NA,NA,NA,NA,NA,NA,where'd they go?,$,NA,NA,11021001274,0
102,NA,NA,NA,NA,NA,NA,where'd they go?,$,NA,NA,11021001275,0
102,"mom, when it goes higher, do you goes fast?",NA,NA,NA,NA,NA,NA,NA,NA,NA,11021001276,9
102,NA,NA,NA,NA,NA,NA,ah!,NA,NA,NA,11021001277,0
102,NA,NA,NA,NA,NA,NA,peekaboo!,$,NA,NA,11021001278,0
102,NA,NA,NA,NA,NA,NA,what?,$,NA,NA,11021001279,0
102,NA,NA,NA,NA,NA,NA,can you help me?,$,NA,NA,11021000128,0
